,Tweet,label
19,well look think saying long known year change view need empower everyone woman men make best decision mind make always stood come issue really front line whether going equal pay paid family leave opportunity know woman go far hard work talent take think still barrier knock core campaign would note historic aside somebody told earlier today like presidential primary debate first time majority woman stage know take progress wherever find,0
20,look fighting every vote get woman men straight gay african american latino asian american trying bring america together around agenda work working family middle class proud memory correct think lifetime congress year lifetime percent pro choice voting record proud year support state vermont significant majority woman proud support legislation currently congress got support almost progressive democrat house senate say end absurdity woman today making cent dollar compared men join rest industrialized world saying paid family medical leave right working family,0
21,well know think historical point view somebody background somebody view somebody spent entire life taking big money interest think sander victory would historical accomplishment well,0
22,know said said many time know asking people support woman asking people support think qualified experienced ready person president commander chief,0
23,appreciate greatly senator sander voting record proud get endorsement planned parenthood action fund leader issue gone time time take vested interest would keep woman health care decision province government instead woman proud naral endorsed come need leader woman issue somebody yes vote right much lead effort protect hard fought gain woman made make mistake tremendous attack republican presidential candidate whole national effort try set back woman right asking woman asking men support ready go white house january get work domestic foreign policy challenge,0
24,let concur secretary question woman right fierce attack country tell something really gall shock anybody suggest politics occasionally little bit hypocrisy little bit country republican candidate president saying hate government government enemy going cut social security help going cut medicare medicaid federal aid education help government terrible way come woman make personal choice ah case republican colleague love government want government make choice every woman america hypocrisy know hypocrisy,0
25,one great tragedy country today longer continue sweep rug dealt today male african american baby born today stand one four chance ending jail beyond unspeakable radical reform broken criminal justice system,0
26,end policing african american neighborhood reality african american community white community marijuana equal rate reality four time many black get arrested marijuana truth far black get stopped traffic violation truth sentencing black higher white need fundamental police reform clearly clearly talk criminal justice system would hope could agree sick tired seeing video television unarmed people often african american shot police officer got make clear police officer break law fact held accountable,0
27,know completely agree senator sander first speech gave campaign back april criminal justice reform ending era mass incarceration statistic wisconsin particularly troubling highest rate incarceration african american nation twice national average know tragic terrible event lead death dontre hamilton right milwaukee young man unarmed still u family certainly belief work good recommendation need happen president obama policing commission came fully endorsed restore policing actually protect community police officer sworn protect go sentencing one problem wisconsin much happened criminal justice system happen federal level happens state local level would also add racial discrepancy really systemic racism state others education employment kind factor often lead position young people particularly young men pushed school early denied employment opportunity talk criminal justice reform ending era mass incarceration also talk job education housing way helping community,0
28,nothing secretary clinton said disagree mandatory sentencing bad idea take away discretion judge got demilitarize local police department look like occupying army,0
29,got make sure local police department look like community serve diversity failing abysmally high rate recidivism see people released jail without education without job training without resource need get life together end shocked end back jail lot work pledge made throughout campaign really radical pledge people jail disproportionately african american latino china communist authoritarian society four time size promise end first term president people jail country invest education job kid incarceration jail,0
30,well sure agree completely assessment think president obama seen lot advance affordable care act helped african american group get insurance taken care also know lot lot social medium everybody cellphone seeing dark side remaining systemic racism root society think president obama set great example think addressed lot issue quite difficult gone forward build honest conversation go next much information must done fix criminal justice system good model better provide employment housing education think president obama exemplify importance issue first african american president address president office advocacy working young men mr obama work young woman rest work know lot ever going responsibility make sure move forward solve problem open nobody deny use justice department saw said going sue ferguson entered consent agreement tried back going enforce law going change policing practice going change incarceration practice also going emphasize education job,0
31,well think judy appreciated result disastrous illegal behavior wall street million life hurt people lost job home life saving turn african american community latino community hit especially hard understand african american community lost half wealth result wall street collapse childhood african american poverty rate percent youth unemployment percent unbelievable rate incarceration way leaf child back home without dad even mother clearly looking institutional racism looking economy rich get richer poor get poorer sadly america today economy whole lot poor people african american,0
32,absolutely say instead giving tax break billionaire going create million job low income kid hanging street corner going make sure kid stay school able get college education think give low income kid african american white latino kid opportunity get life together going end jail going end productive economy want,0
33,white people,0
34,look deeply concerned happening every community america includes white community seeing increase alcoholism addiction earlier death people high school education le even living long parent lived remarkable horrifying fact come forward example plan revitalize coal country coalfield community hard hit changing economy reduction use coal know coal miner family helped turn light power factory generation wondering country forgotten u people care sacrifice going everything address distressed community whether community color whether white community whether part country particularly appreciate proposal congressman jim clyburn proposal try spend federal dollar community persistent generational poverty know look number actually many white community truly left behind left yes think would terrible oversight try address real problem white american particularly without lot education whose job know longer provided even longer present community focus real hurt president look community need special help try deliver,0
35,yeah african american latino face general economic crisis low wage high unemployment poor educational opportunity face problem well yes talk racial issue general economic issue economic issue wage high school graduate receive today significantly le whether white black used series disastrous trade policy allowed corporate america nafta permanent normal trade relation china secretary clinton disagree issue view trade policy enabled corporate america shut country throw million people street one think working factory greatest job world know make middle class wage decent health care decent benefit pension job many case gone china worker white worker black worker decent job manufacturing job gone got working mcdonald massive despair country people worked entire life making half two third used make kid hard time finding work study show believe today white working class people life expectancy actually going suicide alcoholism drug need start paying attention need working family country handful billionaire enormous economic political power,0
36,answer yes got million undocumented people country talked young kid tear rolling cheek scared death today may parent may deported believe got pas comprehensive immigration reform something strongly supported believe got move toward path toward citizenship agree president obama used executive order protect family congress house unable refused act fact would go would motivate would guiding light term immigration reform judy bring family together divide let say also somebody fond president agrees time disagree recent deportation policy would support bottom line path towards citizenship million undocumented people congress right thing use executive order president,0
37,strongly support president executive action hope supreme court upholds think constitutional legal authority president done raid kind inhumane treatment visited upon family waking middle night rounding deporting criminal hardworking immigrant family best often keeping economy going many place country strong supporter comprehensive immigration reform ever since senate one original sponsor dream act voted comprehensive immigration reform senator sander voted time think get comprehensive immigration reform path citizenship president would expand enormous energy literally call every member congress thought could persuade hopefully election republican come sens realize going deport million people country work get comprehensive immigration,0
38,secretary clinton disagreement memory correct think saw child coming horrendous horrendously violent area honduras neighboring country people fleeing drug violence cartel violence thought good idea allow child stay country understand secretary position term immigration reform yeah vote voted southern poverty law center among group said guest worker program embedded agreement akin slavery akin slavery people came country guest work abused exploited stood right thrown country opposed lulac one large latino organization country afl cio progressive member united state congress opposed reason right right got stand trump world trying divide u right bring people together understand must provide path towards citizenship million undocumented people,0
39,two quick response one respect central american child made clear child needed processed appropriately also send message family community central america send child dangerous journey hand smuggler also called end family detention end privately run detention center along private prison think really common good rule law respect bill ted kennedy bill think ted kennedy clear idea needed done proud stand support,0
40,well let respond worked ted kennedy chairman committee loved ted kennedy issue one large latino organization america saying vote afl cio saying vote leading progressive democrat fact voting apologize vote term child know sending message sending message child leaving country neighborhood life stake fact think use send message think welcome country best help get life together,0
41,well fact senator fact great effort made obama administration others really send clear message knew many child abused treated terribly tried get border disagreement think called counsel every child child face kind process without someone speaks advocate child right decision hopefully made,0
42,ok know judge nation number millionaire billionaire treat treat vulnerable fragile people nation standard particularly well highest rate childhood poverty among almost major country earth term senior million senior talked state vermont country trying get year social security know arithmetic get year area secretary clinton believe difference long supported proposition lift cap taxable income coming social security trust fund starting,0
43,republican want cut social security american people want expand social security year people extend life social security year yes wealthiest people top percent pay tax great nation like position elderly people cutting pill half decent nutrition heat home wintertime america elected president everything expand social security benefit senior disabled veteran well,0
44,think think fair say disagreement believe money going social security system said looking couple different way one mentioned senator also trying expand existing tax passive income wealthy people get revenue social security trust fund slightly different approach though initially first rather expand benefit everyone want take care low income senior worked low wage job want take care woman social security program started many woman worked woman disadvantaged ever since get credit care taking responsibility people often hard hit widow spouse dy lose one half social security monthly payment disagreement need buttress social security get revenue program want start helping people risk one yes cutting pill half believe make rent worried come next,0
45,due,0
46,due respect secretary clinton lot progressive group online group really asked simple question coming onboard proposal proposal proposal outlined know familiar essentially barack obama campaigned opposed would hope would come onboard say simple straightforward thing asking top percent including passive income start paying little bit elderly disabled vet country live security dignity hope make decision soon,0
47,well senator look think vigorous agreement want get revenue yet see proposal describing raising cap would apply passive income,0
48,bill check,0
49,well part proposal seen interested making sure get maximum amount revenue well afford provide going come best way forward going end place going get revenue going prioritize recipient need help first,0
50,speak koch brother referring super pac coordinate set support president obama decided want support one respond question let talk campaign proud fact thousand donor vast majority giving small contribution proud senator sander supporter think great senator sander president obama donor three people every run certainly democratic side way going continue reach thank online contributor everything encourage help senator sander think real key lot small donor think set u apart lot happening right republican side koch brother clear political agenda agenda view would great harm country going fight hard going fight whoever republican nominate depend koch brother others,0
51,talking reality corrupt campaign finance system talking honest undermining american democracy extraordinarily wealthy people make large contribution super pac many case campaign super pac raised money individual candidate ok decision make early super pac said represent wall street represent billionaire class end candidate many candidate super pac said working family country look know thing tough want help u go beyond establishment politics establishment economics send u something turn blown away never million year would believed would standing tonight telling received three half million individual contribution well million people secretary clinton super pac understand received million dollar last reporting period million dollar wall street average contribution dollar proud,0
52,mixing apple orange donor contributed million half donation proud think two u demonstrates strength support among people want see change country real issue think senator injecting super pac like president obama say want support pac take donation wall street independent would say debated senator obama numerous time stage like recipient largest number wall street donation anybody running democratic side ever mattered stood took wall street pushed passed dodd frank regulation toughest regulation since let anyway imply either president obama would anyway take vested interested whether wall street drug company insurance company frankly gun lobby stand best american,0
53,people dumb god name wall street,0
54,let let let insult let insult intelligence american people people dumb god name wall street make huge campaign contribution guess fun want throw money around,0
55,pharmaceutical industry make huge campaign contribution connection maybe fact people pay highest price world prescription drug fossil fuel industry pay spend huge amount money campaign contribution connection fact one republican candidate president think agrees scientific community climate change real got transform energy system,0
56,talk wall street let talk wall street voted dodd frank got important amendment view go anywhere near far enough talk wall street wall street major bank paid billion fine since great crash wall street executive prosecuted,0
57,well let let follow know made clear bank big fail executive powerful jail dodd frank law process president federal reserve others use bank pose systemic risk think major accomplishment agree however go far enough focus big bank senator sander talked lot good reason go plan proposed called toughest effective comprehensive plan reining risk financial system could face investment bank lehman brother contributed collapse big insurance company aig countrywide mortgage plan would sweep regulatory framework try get ahead next problem might believe barney frank paul krugman others said proposed effective go right direction dodd frank use break bank appropriate let kid speak new problem horizon want get ahead proposed much comprehensive approach deal,0
58,let know respectfully disagree secretary clinton three four largest financial institution country bigger today bailed big fail six financial institution asset equivalent percent gdp america issuing two third credit card third mortgage look think teddy roosevelt alive today great trust buster would said break think would right think would said bring back st century glass steagall legislation think would right well view,0
59,hey united state senate anyone think enormous amount waste inefficiency bureaucracy throughout government would mistaken believe government believe efficient government wasteful government,0
60,absolutely know number program think duplicative redundant producing result people deserve lot training program education program think streamlined put much better format continue useful public school community college college university would like take hard look every part federal government really kind analysis would rebuild confidence people taking hard look know need anymore intend,0
61,could answer also got take look waste inefficiency department defense one major agency government able audited feeling going find lot cost overrun lot waste duplicative activity,0
62,look think readier used constant effort undertaken make sure ready need made lot improvement domestic security since able foil prevent attack yet see terrible attack san bernardino know done enough go abroad home go terrorist network predominantly isi one let focus minute lead coalition take back territory isi principally american led air campaign engaged support fighter ground principally arab kurd willing stand take territory back raqqa ramadi continue work iraqi army better prepared advance stronghold inside iraq like mosul able cut flow foreign funding foreign fighter take isi online sophisticated purveyor propaganda celebrator violence instigator attack using online presence home got better job coordinating federal state local law enforcement need best possible intelligence source source overseas real time fusion effort get information needed final thing want say following know one effort new york see something hear something suspicious report need throughout country need understand american muslim front line defense likely know happening family community need feel invited welcomed within american society somebody like donald trump,0
63,stir demagoguery american muslim hurt u home offensive dangerous go overseas put together coalition muslim nation know put together coalition imposed sanction iran got u negotiating table put lid nuclear weapon program,0
64,go tell muslim nation want part coalition leading candidate president united state insult religion looked overall go every possible angle,0
65,let let say president united state got major think responsibility make certain keep people safe work ally around world protect democratic value create world peace prosperity voted war iraq listened carefully president bush vice president cheney say believe go web site berniesanders com find going help lead opposition war much feared would happen spoke floor house fact happen term instability occurred think area kind vague way vague secretary clinton disagree area regime change look truth powerful nation like united state certainly working ally overthrow dictator world god know saddam hussein brutal dictator could overthrow assad tomorrow wanted got rid gadhafi point foreign policy know overthrow terrible dictator understand happens day libya example united state secretary clinton secretary state working country get rid terrible dictator named gadhafi happened political vacuum developed isi came occupies significant territory libya prepared unless stop terrorist foothold nothing new gone year united state involved overthrowing government mossadegh back nobody know mossadegh democratically elected prime minister iran overthrown british american interest threatened oil interest british result shah iran came terrible dictator result iranian revolution coming today unintended consequence believe president look carefully unintended consequence everything make certain united state brave men woman military get bogged perpetual warfare middle east,0
66,could respond two point one senator sander voted think fair call regime change resolution respect iraq calling end saddam hussein regime voted favor regime change libya voted favor security council active participate setting parameter would course followed believe vote plan defeat isi important focus threat face today understand complicated dangerous world people go vote primary caucus voting president voting commander chief important people really look hard threat danger face best prepared dealing remember senator obama ran war iraq yet turned trusting judgment experience become secretary state honored asked honored serve first four year,0
67,judy question secretary clinton friend lot respect enormous experience foreign affair secretary state four year got bit experience would imagine judgment matter well judgment matter well looked evidence coming bush administration regarding iraq lead opposition voted importantly term libya resolution noted virtually unanimous consent everybody voted wanting see libya move toward democracy course wanted different talking specific action regime change support,0
68,support n security council approach follow look think important look important counterterrorism judgment first four year obama administration difficult decision whether advise president go bin laden looked evidence looked intelligence got briefing recommended president go forward hard choice top national security advisor agreed end day president decision leave situation room hearing small group advising make decision proud gave advice grateful brave navy seal carried mission,0
69,judy one area briefly,0
70,secretary profound difference last debate believe book good book way book last debate talked getting approval support mentoring henry kissinger find rather amazing happen believe henry kissinger one destructive secretary state modern history country,0
71,proud say henry kissinger friend take advice henry kissinger fact kissinger action cambodia united state bombed country overthrew prince sihanouk created instability pol pot khmer rouge come butchered million innocent people one worst genocide history world count somebody listening henry kissinger,0
72,well know journalist asked listen foreign policy yet know,0
73,well henry kissinger sure,0
74,fine fine,0
75,know listen wide variety voice expertise various area think fair say whatever complaint want make respect china one challenging relationship opening china ongoing relationship leader china incredibly useful relationship united state america,0
76,want pick choose certainly people listen people listen people listen certain area think fair look entire world big complicated world,0
77,yes people may disagree number thing may insight may relationship important president understand order best protect united state,0
78,find mean different know historical perspective kissinger one people vietnam era talked domino theory everybody remembers domino theory know vietnam go china da da da da da da da talked great threat china war guy fact yes right opened relation china pushed various type trade agreement resulting american worker losing job corporation moved china terrible authoritarian communist dictatorship warned u urging company shut move china kind guy,0
79,well would say complicated relationship congratulate secretary state john kerry president working agreement indicated happening syria number people hundred thousand people killed men woman child people forced flee country country unspeakable real horror think right got best developing positive relation russia let clear russia aggressive action crimea ukraine brought situation president obama nato correctly believe saying know going beef troop level part world tell putin aggressiveness going go unmatched going get away aggressive action happen believe putin economy increasingly shamble trying rally people support bottom line president right put money work nato protect eastern europe kind russian aggression,0
80,well respect syria really appreciate effort secretary kerry made agreement humanitarian relief need implemented enclave literally filled starving people throughout syria agreement cease fire though something implemented quickly schedule russian agreed know russian wanted buy time buying time continue bombardment behalf assad regime decimate left opposition would grave disservice kind eventual cease fire know secretary kerry working extremely hard try move cease fire quickly possible would add know security council finally got around adopting resolution core resolution agreement negotiated june geneva set forth cease fire moving toward political resolution trying bring party stake syria together incredibly complicated got iran big player addition russia saudi arabia turkey others important interest view one area disagreed senator sander called iranian troop trying end civil war syria think would grave mistake putting iranian troop right border golan right next israel would nonstarter trying get iran saudi arabia work together suggested past equally nonstarter let support secretary kerry president let hope accelerate cease fire fear russian continue bombing try everything destroy left opposition remember russian gone isi terrorist group get cease fire maybe humanitarian corridor still leaf terrorist group doorstep others syria turkey lebanon jordan like got real work let try make sure actually implement agreed russian,0
81,let say start secretary disagree think president agree term concept fly zone syria think humanitarian tragedy mentioned moment ago applaud secretary kerry president trying put together agreement let hope hold furthermore got sorry yes believe got everything happen tomorrow hope year come occurred cuba year ago people would say reach normalized relation cuba way hope end trade embargo cuba well idea day maybe decent relation iran maybe put pressure end support terrorism around world yes something want achieve believe best way aggressive principled goal trying improve relation make peace world sit work people make demand people case demanding iran stop support international terrorism,0
82,well respectfully disagree think achieved great deal iranian nuclear agreement put lid iranian nuclear weapon program enforced absolutely consequence iran slightest deviation requirement agreement think promise even look toward normalizing relation lot business get done iran yes stop main state sponsor terrorism yes stop trying destabilize middle east causing even chaos yes got get syria got quit sponsoring hezbollah hamas got quit trying ship rocket gaza used israel lot work iran ever say could move toward normalized relation u,0
83,lot work lot work recall secretary clinton ran senator obama critical suggesting maybe want talk iran want talk enemy illusion course right iran sponsoring terrorism many part world destabilizing area everybody know goal fact try period time fact deal enemy ignore reality,0
84,senator sander debate quote said question would meet adversary without condition said fact obama administration meet anybody without condition appropriate approach order get result seeking,0
85,think idea president senator obama wrong suggesting good idea talk opponent easier talk friend harder talk enemy think,0
86,well pleased nato announced week going start patrol mediterranean aegean try interdict smuggler try prevent kind tragedy seen often also try prevent refugee coming european union especially significant working turkey greece order respect united state think role nato support e well willingness take refugee long thoroughly vetted confidence intelligence source come country part back recent donor conference make sure made contribution try deal enormous cost refugee posing turkey member e particular humanitarian catastrophe description united state support friend ally europe stand provide financial support provide nato support back mission going take properly vetted refugee,0
87,couple year ago opportunity go congressional delegation went one turkish refugee camp right border syria sad sight men woman child forced home turkey way decent thing providing reasonable housing condition people seems given history nation beacon hope oppressed downtrodden strongly disagree republican candidate say know got turn back woman child left home nothing nothing america supposed believe working europe way know got wealthy country part world got kuwait got qatar got saudi arabia responsibility well think worldwide entire world need come together deal horrific refugee crisis seeing syria afghanistan well,0
88,know franklin delano roosevelt took oath office time percent american people unemployed country incredible despair stood american people said thing fear fear profound statement gave american people courage believe yes could get terrible depression redefine role government know herbert hoover saying got worry deficit mass unemployment exists child going hungry role government fdr said yeah going use resource create job build home feed people protect farmer nation come together nothing could accomplish kind see campaign right particular moment serious crisis saying american people give political process listen trump world allowing divide u reengage get involved yeah health care people make public college university tuition free massive level income wealth inequality light foreign leader winston churchill politics politics kind conservative guy many respect nobody deny wartime leader rallied british people stood virtually alone nazi juggernaut rallied eventually extraordinary victory two leader admire much,0
89,certainly agree fdr reason senator sander said agree role played war peace economy defeating fascism around world would choose nelson mandela generosity heart understanding need reconciliation want want follow something leadership know today senator sander said president obama failed presidential leadership test first time criticized president obama past called weak called disappointment wrote forward book basically argued voter buyer remorse come president obama leadership legacy agree disagree kind comment know perspective maybe understand president obama inherited worst financial crisis antipathy republican congress think get credit deserves,0
90,got u,0
91,put u firm ground sent u future kind criticism heard senator sander president expect republican expect someone running democratic nomination succeed president obama,0
92,madam secretary low blow worked president obama last seven year president obama came office losing job month job month trillion deficit world financial system verge collapse result effort effort joe biden unprecedented senate unprecedented republican obstructionism made enormous progress,0
93,know last heard lived democratic society last heard united state senator right disagree president including president done extraordinary job voiced criticism right maybe think suggest voiced criticism blurb talk know blurb said blurb said next president united state got aggressive bringing people political process said believe,0
94,president obama friend know came vermont campaign senator worked election first election election think really unfair suggest supportive president strong ally virtually every issue senator right disagree president ever disagreed president suspect may,0
95,know senator concerned disagreement issue saying would rather agree president calling president weak calling disappointment calling several time primary opponent ran election know think go saying disagreement senator yes senator understand disagree path forward kind personal assessment charge one find particularly troubling,0
96,well one u ran barack obama candidate,0
97,right look great debate lot interesting issue come together let conclude saying president view hillary clinton bernie sander capability power take wall street large campaign donor corporate medium big money interest country alone campaign electing president campaign creating process political revolution million american working people given political process think anybody hears pain concern young people getting involved politics know like going moon going happen low income people involved political process campaign electing someone progressive agenda bringing ten million people together demand government represents u percent today much economic political power thank much,0
98,know agree got get unaccountable money politics agree wall street never allowed wreck main street point want make tonight single issue candidate believe live single issue country think lot overcome break barrier holding people back whether poison water child flint whether poor miner left left behind coal country whether american today feel somehow put oppressed racism sexism discrimination lgbt community kind effort need made root barrier want take wisconsin want reiterate got stand union working people done,0
99,american middle class attacked ideologue demagogue yes wall street big financial interest along drug company insurance company big oil much influence right stop tomorrow would still indifference negligence saw flint would still racism holding people back would still sexism preventing woman getting equal pay would still lgbt people get married saturday get fired monday would still governor like scott walker others trying rip heart middle class making impossible organize stand better wage working condition going keep talking tearing barrier stand way american fulfilling potential think country live potential unless give chance every single american live,0
100,well good evening want thank congressional black caucus institute people charleston hosting u eve martin luther king day tomorrow know remember well youth minister took hear dr king teenager moral clarity message conveyed evening really stayed helped set path service also remember spent last day life memphis fighting dignity higher pay working people fight still get economy working income rising everyone including left left behind keep community country safe need president aspect job understand hardest job world prepared ready take hope earn support nominee democratic party next president united state,0
